"accession","version","entryVersion","dataClass","taxonomicDivision","moleculeType","sequenceLength","topology","firstPublic","firstPublicRelease","lastUpdated","lastUpdatedRelease","Row.names","taxID","superkingdom","phylum","class","order","family","genus","species"
"KX879129","1","1","STD","INV","genomic DNA","667","linear","2017-04-12","132","2017-04-12","132","468",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879134","1","1","STD","INV","genomic DNA","663","linear","2017-04-12","132","2017-04-12","132","463",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879139","1","1","STD","INV","genomic DNA","671","linear","2017-04-12","132","2017-04-12","132","458",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"GU827130","1","1","STD","INV","genomic DNA","538","linear","2010-05-09","104","2010-05-09","104","1051",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KJ605144","1","1","STD","INV","genomic DNA","625","linear","2014-06-05","121","2014-06-05","121","948",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX069243","1","1","STD","INV","genomic DNA","513","linear","2016-06-13","129","2016-06-13","129","526",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KF972442","1","3","STD","INV","genomic DNA","647","linear","2014-03-09","120","2014-05-15","120","955",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ439543","1","1","STD","INV","genomic DNA","1762","linear","2007-02-28","90","2007-02-28","90","1101",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY091311","1","1","STD","INV","genomic DNA","595","linear","2017-09-29","134","2017-09-29","134","420",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY247115","1","1","STD","INV","genomic DNA","617","linear","2017-01-19","131","2017-01-19","131","492",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"JQ976629","1","2","STD","INV","genomic DNA","638","linear","2012-05-10","112","2013-03-24","116","988",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KM115993","1","1","STD","INV","genomic DNA","704","linear","2014-12-03","123","2014-12-03","123","896",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KM115995","1","1","STD","INV","genomic DNA","480","linear","2014-12-03","123","2014-12-03","123","895",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KM115996","1","1","STD","INV","genomic DNA","704","linear","2014-12-03","123","2014-12-03","123","894",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX069240","1","1","STD","INV","genomic DNA","528","linear","2016-06-13","129","2016-06-13","129","529",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"HQ718615","1","2","STD","INV","genomic DNA","140","linear","2011-07-04","109","2012-04-04","112","1012",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG793449","1","1","STD","INV","genomic DNA","603","linear","2018-09-27","138","2018-09-27","138","305",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG793450","1","1","STD","INV","genomic DNA","628","linear","2018-09-27","138","2018-09-27","138","304",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KX879130","1","1","STD","INV","genomic DNA","564","linear","2017-04-12","132","2017-04-12","132","467",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY247113","1","1","STD","INV","genomic DNA","617","linear","2017-01-19","131","2017-01-19","131","494",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"AY864676","1","3","STD","INV","genomic DNA","716","linear","2005-01-23","82","2005-12-08","86","1112",309350,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp. ex Canis familiaris"
"MK673828","1","1","STD","INV","genomic DNA","543","linear","2019-03-27","140","2019-03-27","140","162",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN103528","1","1","STD","INV","genomic DNA","631","linear","2019-07-04","141","2019-07-04","141","72",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN540619","1","1","STD","INV","genomic DNA","484","linear","2019-10-15","142","2019-10-15","142","51",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673823","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","167",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673826","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","164",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673830","1","1","STD","INV","genomic DNA","543","linear","2019-03-27","140","2019-03-27","140","160",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673832","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","158",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673834","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","156",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673837","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","153",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673838","1","1","STD","INV","genomic DNA","547","linear","2019-03-27","140","2019-03-27","140","152",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673843","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","147",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN463023","1","1","STD","INV","genomic DNA","627","linear","2019-09-23","142","2019-09-23","142","62",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN463025","1","1","STD","INV","genomic DNA","630","linear","2019-09-23","142","2019-09-23","142","60",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY433326","1","1","STD","INV","genomic DNA","461","linear","2017-01-16","131","2017-01-16","131","498",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757648","1","1","STD","INV","genomic DNA","624","linear","2019-04-17","140","2019-04-17","140","134",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673816","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","174",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673818","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","172",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757825","1","1","STD","INV","genomic DNA","503","linear","2019-04-17","140","2019-04-17","140","128",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN463024","1","1","STD","INV","genomic DNA","619","linear","2019-09-23","142","2019-09-23","142","61",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673833","1","1","STD","INV","genomic DNA","542","linear","2019-03-27","140","2019-03-27","140","157",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673841","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","149",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673844","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","146",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673846","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","144",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673847","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","143",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673848","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","142",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673853","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","137",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757709","1","1","STD","INV","genomic DNA","614","linear","2019-04-17","140","2019-04-17","140","133",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN989311","1","1","STD","INV","genomic DNA","313","linear","2020-02-14","143","2020-02-14","143","1",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673851","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","139",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK872810","1","1","STD","INV","genomic DNA","612","linear","2019-05-08","140","2019-05-08","140","112",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN540616","1","1","STD","INV","genomic DNA","484","linear","2019-10-15","142","2019-10-15","142","54",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG758124","1","2","STD","INV","genomic DNA","1409","linear","2018-01-15","135","2018-06-07","137","321",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757824","1","1","STD","INV","genomic DNA","512","linear","2019-04-17","140","2019-04-17","140","129",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN252044","1","1","STD","INV","genomic DNA","615","linear","2019-08-12","141","2019-08-12","141","64",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN900602","1","1","STD","INV","genomic DNA","496","linear","2020-01-13","143","2020-01-13","143","5",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN900603","1","1","STD","INV","genomic DNA","494","linear","2020-01-13","143","2020-01-13","143","4",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG241124","1","1","STD","INV","genomic DNA","629","linear","2017-10-31","134","2017-10-31","134","400",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673819","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","171",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673822","1","1","STD","INV","genomic DNA","539","linear","2019-03-27","140","2019-03-27","140","168",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673835","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","155",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757711","1","1","STD","INV","genomic DNA","622","linear","2019-04-17","140","2019-04-17","140","132",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN463026","1","1","STD","INV","genomic DNA","637","linear","2019-09-23","142","2019-09-23","142","59",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN463027","1","1","STD","INV","genomic DNA","619","linear","2019-09-23","142","2019-09-23","142","58",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN540620","1","1","STD","INV","genomic DNA","484","linear","2019-10-15","142","2019-10-15","142","50",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KT956192","1","1","STD","INV","genomic DNA","188","linear","2016-03-31","128","2016-03-31","128","613",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY433327","1","1","STD","INV","genomic DNA","461","linear","2017-01-16","131","2017-01-16","131","497",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY433321","1","1","STD","INV","genomic DNA","461","linear","2017-01-16","131","2017-01-16","131","499",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG062865","1","3","STD","INV","genomic DNA","303","linear","2017-12-05","135","2018-06-07","137","322",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK957188","1","1","STD","INV","genomic DNA","597","linear","2019-07-15","141","2019-07-15","141","68",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673854","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","136",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673817","1","1","STD","INV","genomic DNA","542","linear","2019-03-27","140","2019-03-27","140","173",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673821","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","169",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN540618","1","1","STD","INV","genomic DNA","484","linear","2019-10-15","142","2019-10-15","142","52",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628321","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","40",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MH891623","1","1","STD","INV","genomic DNA","591","linear","2018-09-19","138","2018-09-19","138","306",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK238383","1","1","STD","INV","genomic DNA","665","linear","2020-01-04","143","2020-01-04","143","7",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY433319","1","1","STD","INV","genomic DNA","461","linear","2017-01-16","131","2017-01-16","131","501",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"KY433320","1","1","STD","INV","genomic DNA","461","linear","2017-01-16","131","2017-01-16","131","500",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG543849","1","3","STD","INV","genomic DNA","735","linear","2017-12-01","135","2017-12-01","135","387",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK238384","1","1","STD","INV","genomic DNA","665","linear","2020-01-04","143","2020-01-04","143","6",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK872808","1","1","STD","INV","genomic DNA","603","linear","2019-05-08","140","2019-05-08","140","114",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK872809","1","1","STD","INV","genomic DNA","620","linear","2019-05-08","140","2019-05-08","140","113",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757647","1","1","STD","INV","genomic DNA","602","linear","2019-04-17","140","2019-04-17","140","135",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN252045","1","1","STD","INV","genomic DNA","625","linear","2019-08-12","141","2019-08-12","141","63",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673820","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","170",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673824","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","166",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673825","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","165",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673836","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","154",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673827","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","163",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673829","1","1","STD","INV","genomic DNA","541","linear","2019-03-27","140","2019-03-27","140","161",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673831","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","159",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673839","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","151",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673840","1","1","STD","INV","genomic DNA","546","linear","2019-03-27","140","2019-03-27","140","150",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673852","1","1","STD","INV","genomic DNA","545","linear","2019-03-27","140","2019-03-27","140","138",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN540617","1","1","STD","INV","genomic DNA","484","linear","2019-10-15","142","2019-10-15","142","53",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN540621","1","1","STD","INV","genomic DNA","484","linear","2019-10-15","142","2019-10-15","142","49",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673842","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","148",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673845","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","145",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673849","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","141",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK673850","1","1","STD","INV","genomic DNA","544","linear","2019-03-27","140","2019-03-27","140","140",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757737","1","1","STD","INV","genomic DNA","561","linear","2019-04-17","140","2019-04-17","140","131",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MK757738","1","1","STD","INV","genomic DNA","556","linear","2019-04-17","140","2019-04-17","140","130",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628322","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","39",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN628323","1","1","STD","INV","genomic DNA","470","linear","2019-11-05","142","2019-11-05","142","38",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN689671","1","1","STD","INV","genomic DNA","341","linear","2019-11-22","143","2019-11-22","143","11",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG675579","1","14","STD","INV","genomic DNA","214","linear","2018-01-03","135","2018-01-03","135","381",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MN900610","1","1","STD","INV","genomic DNA","487","linear","2020-01-13","143","2020-01-13","143","3",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ519357","1","1","STD","INV","genomic DNA","665","linear","2007-02-28","90","2007-02-28","90","1066",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"DQ519358","1","1","STD","INV","genomic DNA","665","linear","2007-02-28","90","2007-02-28","90","1065",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"MG919977","1","2","STD","INV","genomic DNA","627","linear","2018-04-05","136","2018-04-05","136","340",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919978","1","2","STD","INV","genomic DNA","622","linear","2018-04-05","136","2018-04-05","136","339",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919979","1","2","STD","INV","genomic DNA","622","linear","2018-04-05","136","2018-04-05","136","338",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919982","1","2","STD","INV","genomic DNA","1020","linear","2018-04-05","136","2018-04-05","136","335",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919984","1","2","STD","INV","genomic DNA","1018","linear","2018-04-05","136","2018-04-05","136","333",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919983","1","2","STD","INV","genomic DNA","1010","linear","2018-04-05","136","2018-04-05","136","334",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919973","1","2","STD","INV","genomic DNA","629","linear","2018-04-05","136","2018-04-05","136","344",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919985","1","2","STD","INV","genomic DNA","1013","linear","2018-04-05","136","2018-04-05","136","332",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919986","1","2","STD","INV","genomic DNA","1021","linear","2018-04-05","136","2018-04-05","136","331",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919987","1","2","STD","INV","genomic DNA","1020","linear","2018-04-05","136","2018-04-05","136","330",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919975","1","2","STD","INV","genomic DNA","629","linear","2018-04-05","136","2018-04-05","136","342",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919980","1","2","STD","INV","genomic DNA","1007","linear","2018-04-05","136","2018-04-05","136","337",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
"MG919981","1","2","STD","INV","genomic DNA","1024","linear","2018-04-05","136","2018-04-05","136","336",1484059,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon sp."
