"","accession","version","entryVersion","dataClass","taxonomicDivision","moleculeType","sequenceLength","topology","firstPublic","firstPublicRelease","lastUpdated","lastUpdatedRelease","Row.names","taxID","superkingdom","phylum","class","order","family","genus","species"
"363","FJ943578","1","2","STD","INV","genomic DNA","573","linear","2009-06-03","101","2010-10-08","106","1048",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"364","MK301149","1","2","STD","INV","genomic DNA","605","linear","2019-04-23","140","2019-05-10","140","124",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"365","LC018194","1","1","STD","INV","genomic DNA","598","linear","2015-05-21","124","2015-05-21","124","756",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"366","LC018195","1","1","STD","INV","genomic DNA","596","linear","2015-05-21","124","2015-05-21","124","755",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"367","LC018200","1","1","STD","INV","genomic DNA","595","linear","2015-05-21","124","2015-05-21","124","750",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"368","LC018201","1","1","STD","INV","genomic DNA","586","linear","2015-05-21","124","2015-05-21","124","749",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"369","LC018206","1","1","STD","INV","genomic DNA","603","linear","2015-05-21","124","2015-05-21","124","744",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"370","FJ497010","1","2","STD","INV","genomic DNA","595","linear","2009-01-15","99","2009-07-10","101","1086",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"371","FJ497015","1","2","STD","INV","genomic DNA","618","linear","2009-01-15","99","2009-07-10","101","1081",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"372","MK301150","1","2","STD","INV","genomic DNA","612","linear","2019-04-23","140","2019-05-10","140","123",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"373","KU360327","1","1","STD","INV","genomic DNA","667","linear","2016-03-07","128","2016-03-07","128","623",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"374","LC018210","1","1","STD","INV","genomic DNA","612","linear","2015-05-21","124","2015-05-21","124","740",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"375","KX082905","1","1","STD","INV","genomic DNA","563","linear","2016-05-20","128","2016-05-20","128","603",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"376","LC018196","1","1","STD","INV","genomic DNA","597","linear","2015-05-21","124","2015-05-21","124","754",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"377","LC018197","1","1","STD","INV","genomic DNA","547","linear","2015-05-21","124","2015-05-21","124","753",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"378","LC018199","1","1","STD","INV","genomic DNA","598","linear","2015-05-21","124","2015-05-21","124","751",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"379","LC018204","1","1","STD","INV","genomic DNA","595","linear","2015-05-21","124","2015-05-21","124","746",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"380","KX082908","1","1","STD","INV","genomic DNA","563","linear","2016-05-20","128","2016-05-20","128","600",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"381","FJ497017","1","2","STD","INV","genomic DNA","652","linear","2009-01-15","99","2009-07-10","101","1079",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"382","FJ497018","1","2","STD","INV","genomic DNA","647","linear","2009-01-15","99","2009-07-10","101","1078",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"383","FJ497022","1","2","STD","INV","genomic DNA","667","linear","2009-01-15","99","2009-07-10","101","1074",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"384","MN174861","1","1","STD","INV","genomic DNA","510","linear","2019-07-23","141","2019-07-23","141","66",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"385","MK957185","1","1","STD","INV","genomic DNA","563","linear","2019-07-15","141","2019-07-15","141","71",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"386","MK957186","1","1","STD","INV","genomic DNA","599","linear","2019-07-15","141","2019-07-15","141","70",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"387","MH656729","1","1","STD","INV","genomic DNA","645","linear","2018-07-30","137","2018-07-30","137","315",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"388","MH656730","1","1","STD","INV","genomic DNA","644","linear","2018-07-30","137","2018-07-30","137","314",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"389","GQ395386","1","1","STD","INV","genomic DNA","666","linear","2009-11-18","102","2009-11-18","102","1089",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"390","MK957187","1","1","STD","INV","genomic DNA","583","linear","2019-07-15","141","2019-07-15","141","69",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"391","MG050161","1","2","STD","INV","genomic DNA","666","linear","2018-02-04","135","2018-02-04","135","375",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"392","MG050162","1","2","STD","INV","genomic DNA","579","linear","2018-02-04","135","2018-02-04","135","374",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"393","MG050163","1","2","STD","INV","genomic DNA","585","linear","2018-02-04","135","2018-02-04","135","373",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"394","MG050160","1","2","STD","INV","genomic DNA","617","linear","2018-02-04","135","2018-02-04","135","376",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"395","JF827605","1","2","STD","ENV","genomic DNA","580","linear","2012-05-29","112","2012-08-01","113","1007",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"396","JX027010","1","4","STD","ENV","genomic DNA","639","linear","2012-07-30","113","2016-06-23","129","730",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"397","JX027011","1","4","STD","ENV","genomic DNA","639","linear","2012-07-30","113","2016-06-23","129","729",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"398","JX027013","1","4","STD","ENV","genomic DNA","620","linear","2012-07-30","113","2016-06-23","129","727",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"399","JX027014","1","4","STD","ENV","genomic DNA","631","linear","2012-07-30","113","2016-06-23","129","726",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"400","JX027015","1","4","STD","ENV","genomic DNA","636","linear","2012-07-30","113","2016-06-23","129","725",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"401","JX027017","1","4","STD","ENV","genomic DNA","638","linear","2012-07-30","113","2016-06-23","129","723",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"402","JX027019","1","4","STD","ENV","genomic DNA","638","linear","2012-07-30","113","2016-06-23","129","721",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"403","JX027020","1","4","STD","ENV","genomic DNA","637","linear","2012-07-30","113","2016-06-23","129","720",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"404","KX879131","1","1","STD","INV","genomic DNA","569","linear","2017-04-12","132","2017-04-12","132","466",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"405","KX879135","1","1","STD","INV","genomic DNA","669","linear","2017-04-12","132","2017-04-12","132","462",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"406","KX879138","1","1","STD","INV","genomic DNA","667","linear","2017-04-12","132","2017-04-12","132","459",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"407","KX879141","1","1","STD","INV","genomic DNA","667","linear","2017-04-12","132","2017-04-12","132","456",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"408","KJ513193","1","1","STD","INV","genomic DNA","520","linear","2014-05-16","120","2014-05-16","120","950",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"409","KJ605145","1","1","STD","INV","genomic DNA","625","linear","2014-06-05","121","2014-06-05","121","947",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"410","KF034777","1","1","STD","INV","genomic DNA","600","linear","2013-09-02","118","2013-09-02","118","970",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"411","MG018464","1","1","STD","INV","genomic DNA","666","linear","2018-01-23","135","2018-01-23","135","380",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"412","MG018465","1","1","STD","INV","genomic DNA","633","linear","2018-01-23","135","2018-01-23","135","379",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"413","KX069236","1","1","STD","INV","genomic DNA","593","linear","2016-06-13","129","2016-06-13","129","533",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"414","KU527125","1","1","STD","INV","genomic DNA","666","linear","2016-08-03","129","2016-08-03","129","519",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"415","KU527126","1","1","STD","INV","genomic DNA","666","linear","2016-08-03","129","2016-08-03","129","518",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"416","KX863669","1","1","STD","INV","genomic DNA","666","linear","2017-02-14","131","2017-02-14","131","481",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"417","JQ976622","1","2","STD","INV","genomic DNA","640","linear","2012-05-10","112","2013-03-24","116","995",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"418","JQ976627","1","2","STD","INV","genomic DNA","635","linear","2012-05-10","112","2013-03-24","116","990",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"419","JQ976628","1","2","STD","INV","genomic DNA","637","linear","2012-05-10","112","2013-03-24","116","989",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"420","MG018467","1","1","STD","INV","genomic DNA","609","linear","2018-01-23","135","2018-01-23","135","377",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"421","KP644235","1","1","STD","INV","genomic DNA","666","linear","2015-06-19","125","2015-06-19","125","739",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"422","KP715301","1","3","STD","INV","genomic DNA","666","linear","2015-07-31","125","2016-06-23","129","734",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"423","KP715302","1","3","STD","INV","genomic DNA","666","linear","2015-07-31","125","2016-06-23","129","733",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"424","KC509529","1","3","STD","INV","genomic DNA","597","linear","2013-07-02","117","2013-08-18","117","976",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"425","KX887326","1","1","STD","INV","genomic DNA","554","linear","2017-04-12","132","2017-04-12","132","451",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"426","KJ605147","1","1","STD","INV","genomic DNA","625","linear","2014-06-05","121","2014-06-05","121","945",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"427","KF034778","1","1","STD","INV","genomic DNA","570","linear","2013-09-02","118","2013-09-02","118","969",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"428","KU765202","1","1","STD","INV","genomic DNA","666","linear","2016-05-16","128","2016-05-16","128","606",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"429","KJ946246","1","1","STD","INV","genomic DNA","615","linear","2014-08-07","121","2014-08-07","121","918",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"430","AB872949","1","1","STD","INV","genomic DNA","622","linear","2016-05-12","128","2016-05-12","128","604",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"431","KY247112","1","1","STD","INV","genomic DNA","620","linear","2017-01-19","131","2017-01-19","131","495",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"432","KU765200","1","1","STD","INV","genomic DNA","666","linear","2016-05-16","128","2016-05-16","128","608",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"433","KX069232","1","1","STD","INV","genomic DNA","595","linear","2016-06-13","129","2016-06-13","129","537",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"434","KX069244","1","1","STD","INV","genomic DNA","520","linear","2016-06-13","129","2016-06-13","129","525",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"435","KC509531","1","3","STD","INV","genomic DNA","597","linear","2013-07-02","117","2013-08-18","117","974",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"436","KF034775","1","1","STD","INV","genomic DNA","578","linear","2013-09-02","118","2013-09-02","118","972",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"437","KP216480","1","1","STD","INV","genomic DNA","561","linear","2015-03-03","124","2015-03-03","124","784",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"438","KJ946245","1","1","STD","INV","genomic DNA","601","linear","2014-08-07","121","2014-08-07","121","919",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"439","MG253004","1","1","STD","INV","genomic DNA","601","linear","2018-03-27","136","2018-03-27","136","349",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"440","KX887322","1","1","STD","INV","genomic DNA","549","linear","2017-04-12","132","2017-04-12","132","455",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"441","KX887325","1","1","STD","INV","genomic DNA","661","linear","2017-04-12","132","2017-04-12","132","452",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"442","JF827606","1","2","STD","ENV","genomic DNA","579","linear","2012-05-29","112","2012-08-01","113","1006",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"443","JX027012","1","4","STD","ENV","genomic DNA","638","linear","2012-07-30","113","2016-06-23","129","728",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"444","JX027016","1","4","STD","ENV","genomic DNA","636","linear","2012-07-30","113","2016-06-23","129","724",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"445","JX027018","1","4","STD","ENV","genomic DNA","639","linear","2012-07-30","113","2016-06-23","129","722",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"446","KJ605146","1","1","STD","INV","genomic DNA","625","linear","2014-06-05","121","2014-06-05","121","946",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"447","KP216462","1","1","STD","INV","genomic DNA","561","linear","2015-03-03","124","2015-03-03","124","793",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"448","KP715299","1","3","STD","INV","genomic DNA","666","linear","2015-07-31","125","2016-06-23","129","736",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"449","MG253002","1","1","STD","INV","genomic DNA","502","linear","2018-03-27","136","2018-03-27","136","351",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"450","JQ976623","1","2","STD","INV","genomic DNA","639","linear","2012-05-10","112","2013-03-24","116","994",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"451","JQ976624","1","2","STD","INV","genomic DNA","630","linear","2012-05-10","112","2013-03-24","116","993",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"452","KM116000","1","1","STD","INV","genomic DNA","533","linear","2014-12-03","123","2014-12-03","123","892",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"453","KM116002","1","1","STD","INV","genomic DNA","625","linear","2014-12-03","123","2014-12-03","123","890",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"454","KC509526","1","3","STD","INV","genomic DNA","597","linear","2013-07-02","117","2013-08-18","117","979",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"455","KC509527","1","3","STD","INV","genomic DNA","597","linear","2013-07-02","117","2013-08-18","117","978",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"456","KC509528","1","3","STD","INV","genomic DNA","602","linear","2013-07-02","117","2013-08-18","117","977",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"457","MK294048","1","1","STD","INV","genomic DNA","503","linear","2019-06-19","141","2019-06-19","141","77",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"458","KU255116","1","1","STD","INV","genomic DNA","515","linear","2017-05-10","132","2017-05-10","132","436",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"459","KY247111","1","1","STD","INV","genomic DNA","610","linear","2017-01-19","131","2017-01-19","131","496",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"460","KY247114","1","1","STD","INV","genomic DNA","623","linear","2017-01-19","131","2017-01-19","131","493",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"461","KX879133","1","1","STD","INV","genomic DNA","590","linear","2017-04-12","132","2017-04-12","132","464",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"462","KX879136","1","1","STD","INV","genomic DNA","652","linear","2017-04-12","132","2017-04-12","132","461",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"463","KX879137","1","1","STD","INV","genomic DNA","603","linear","2017-04-12","132","2017-04-12","132","460",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"464","KX887324","1","1","STD","INV","genomic DNA","669","linear","2017-04-12","132","2017-04-12","132","453",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"465","KX887327","1","1","STD","INV","genomic DNA","661","linear","2017-04-12","132","2017-04-12","132","450",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"466","KX887328","1","1","STD","INV","genomic DNA","603","linear","2017-04-12","132","2017-04-12","132","449",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"467","KY247117","1","1","STD","INV","genomic DNA","617","linear","2017-01-19","131","2017-01-19","131","490",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"468","KP715300","1","3","STD","INV","genomic DNA","666","linear","2015-07-31","125","2016-06-23","129","735",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"469","KP715303","1","3","STD","INV","genomic DNA","666","linear","2015-07-31","125","2016-06-23","129","732",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"470","KJ946247","1","1","STD","INV","genomic DNA","611","linear","2014-08-07","121","2014-08-07","121","917",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"471","KM115981","1","1","STD","INV","genomic DNA","625","linear","2014-12-03","123","2014-12-03","123","903",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"472","KX069234","1","1","STD","INV","genomic DNA","589","linear","2016-06-13","129","2016-06-13","129","535",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"473","KX069237","1","1","STD","INV","genomic DNA","513","linear","2016-06-13","129","2016-06-13","129","532",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"474","KX069241","1","1","STD","INV","genomic DNA","530","linear","2016-06-13","129","2016-06-13","129","528",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"475","KX069242","1","1","STD","INV","genomic DNA","520","linear","2016-06-13","129","2016-06-13","129","527",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"476","KF972445","1","3","STD","INV","genomic DNA","643","linear","2014-03-09","120","2014-05-15","120","952",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"477","KX377968","1","1","STD","INV","genomic DNA","666","linear","2016-10-05","130","2016-10-05","130","513",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"478","KF034776","1","1","STD","INV","genomic DNA","615","linear","2013-09-02","118","2013-09-02","118","971",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"479","MG564216","1","1","STD","INV","genomic DNA","609","linear","2018-02-22","135","2018-02-22","135","370",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"480","MG564217","1","1","STD","INV","genomic DNA","557","linear","2018-02-22","135","2018-02-22","135","369",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"481","KM057841","1","1","STD","INV","genomic DNA","620","linear","2014-09-30","122","2014-09-30","122","913",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"482","KF972444","1","3","STD","INV","genomic DNA","645","linear","2014-03-09","120","2014-05-15","120","953",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
"483","DQ439544","1","1","STD","INV","genomic DNA","665","linear","2007-02-28","90","2007-02-28","90","1100",110120,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","Hepatozoon canis"
